Taxon,Cluster_name
SAMN12783471,umue
SAMN12783470,cubo
SAMN12783469,boruu
SAMN12783468,kawze
SAMN12783467,zunrinu
SAMN12783466,maa
SAMN12687798,vuros
SAMN12011851,nacwe
SAMN12011850,upor
SAMN12011849,cuduwej
SAMN12011848,jezupo
SAMN12011847,pavva
SAMN12011846,besol
SAMN12011845,irafhel
SAMN12011844,jusao
SAMN12011843,ibore
SAMN12011842,dopen
SAMN12011841,gibmodi
SAMN12011840,noce
SAMN12011839,kuo
SAMN12011837,sojo
SAMN12011836,butkehfak
SAMN12011835,magoo
SAMN12011834,betuwud
SAMN12011833,kepez
SAMN12011832,nitpi
SAMN12011829,fugtewi
SAMN12011828,jajuwbi
SAMN12011825,movnomur
SAMN12011823,cokelfuk
SAMN12011822,gigsig
SAMN12011821,awimse
SAMN12011820,savonbu
SAMN12011819,viree
SAMN12011818,adeva
SAMN12011817,tova
SAMN12011816,dacfu
SAMN12011815,hiu
SAMN12011814,feki
SAMN12011813,satrukge
SAMN12011812,gicvime
SAMN12011811,peger
SAMN12011810,wetli
SAMN12011809,bomu
SAMN12011808,numosaw
SAMN12011807,renekav
SAMN12011806,cuao
SAMN12011805,rivmub
SAMN12011804,resihzi
SAMN12011803,jebcolra
SAMN12011802,jilpu
SAMN12011801,kocwuzsar
SAMN12011800,awob
SAMN12011799,watale
SAMN11557456,poteho
SAMN10919737,jehde
SAMN10919736,emo
SAMN10919735,gilue
SAMN10919734,opahe
SAMN10919733,goptaz
SAMN10919732,gema
SAMN10919731,nabhebhef
SAMN10919730,etirhuz
SAMN10919729,nosua
SAMN10919728,ferrese
SAMN10919727,pomoce
SAMN10919726,zukihu
SAMN10919725,voewa
SAMN10919724,teo
SAMN10919723,geepos
SAMN10919722,vanjonber
SAMN10919721,uzes
SAMN10919720,debtuv
SAMN10919718,wugi
SAMN10919717,bojwodkan
SAMN10919716,awu
SAMN10919715,pakvas
SAMN10919714,zifono
SAMN10881974,nalnifla
SAMN10881970,mosvugah
SAMN10881969,vumak
SAMN10881966,vimjazo
SAMN10881961,ehabed
SAMN10881960,uho
SAMN10881959,kamfo
SAMN10881958,kojciz
SAMN10881957,uhadroz
SAMN10881954,ozu
SAMN10881953,ikoc
SAMN10881952,vukwea
SAMN10881951,silhopu
SAMN10881950,isige
SAMN10881949,anone
SAMN10881948,eatud
SAMN10881944,sawwesa
SAMN10881942,howsoe
SAMN10881941,hadson
SAMN10881940,eheket
SAMN10881939,fapwu
SAMN10715452,ilorjiz
SAMN10715451,hangao
SAMN10715450,siu
SAMN10715449,kidzif
SAMN10715423,epo
SAMN10715326,camse
SAMN10715324,wii
SAMN10715320,umoj
SAMN10663175,zofu
SAMN10663081,mague
SAMN10461767,zocagap
SAMN10419332,ucut
SAMN10419331,haromal
SAMN10419325,inea
SAMN10345082,rebe
SAMN10345067,raner
SAMN10345066,zamer
SAMN10345058,fedubow
SAMN10345057,rirugi
SAMN10343314,mufiv
SAMN10343313,zogga
SAMN10341953,poje
SAMN10341952,rofma
SAMN10341950,rusapa
SAMN10341949,wojvuscop
SAMN10341930,jigveu
SAMN10341928,fahi
SAMN10341925,kikjeu
SAMN10341924,tuwe
SAMN10341923,dumsoi
SAMN10340847,deksoh
SAMN10340844,ekociv
SAMN10340843,fima
SAMN10340743,tapno
SAMN10340305,bamu
SAMN10340303,neso
SAMN10340302,igudfo
SAMN10340299,lorzi
SAMN10340297,nebhiso
SAMN10340296,epih
SAMN10339391,icam
SAMN10339357,jasde
SAMN10339337,imewbe
SAMN10339222,enolcu
SAMN10339086,cilemi
SAMN10339078,uai
SAMN10339077,wataz
SAMN10339072,himece
SAMN10339071,pefia
SAMN10339070,apowdaj
SAMN10339069,maca
SAMN10339068,pipfe
SAMN10339055,sakou
SAMN10339053,risivo
SAMN10339052,kegi
SAMN10339050,ivo
SAMN10339048,kejvoda
SAMN10339043,wufedus
SAMN10339042,uzie
SAMN10339040,tuade
SAMN10339038,oru
SAMN10339037,mebwoze
SAMN10339012,gezahel
SAMN10339003,tuczabreb
SAMN10339002,higjir
SAMN10338999,bifii
SAMN10338998,dalje
SAMN10338997,tabeno
SAMN10338996,foa
SAMN10338992,sabpi
SAMN10338988,talei
SAMN10338987,moveo
SAMN10338986,zuhi
SAMN10338985,naci
SAMN10338977,verai
SAMN10338976,picbow
SAMN10338975,eti
SAMN10338974,ejuo
SAMN10338973,ooro
SAMN10338971,tuntiz
SAMN10338969,sapu
SAMN10335797,egu
SAMN10335796,hoja
SAMN10335794,rorok
SAMN10335793,vuwli
SAMN10335792,ubebu
SAMN10335791,cikrul
SAMN10335790,jebfug
SAMN10335789,subipif
SAMN10335788,nieu
SAMN10335787,ronai
SAMN10335785,umaro
SAMN10335784,kopujror
SAMN10335783,rilezek
SAMN10335782,apegta
SAMN10335781,nooja
SAMN10335780,sutlep
SAMN10335779,oteb
SAMN10335777,paa
SAMN10335776,gihij
SAMN10335775,dektec
SAMN10335773,zimes
SAMN10335771,fii
SAMN10335770,eufad
SAMN10335769,vilio
SAMN10335768,feguu
SAMN10335735,avili
SAMN10335732,jacuzmo
SAMN10335730,capvoe
SAMN10335715,cutku
SAMN10335714,visecal
SAMN10335713,nogifub
SAMN10335712,ofe
SAMN10335711,cuzjue
SAMN10335710,anogsez
SAMN10335708,zopfemu
SAMN10335707,lilifi
SAMN10334430,uoe
SAMN10334313,lorjaa
SAMN10334310,ojao
SAMN10334308,fuhfan
SAMN10334307,teu
SAMN10182326,lagu
SAMN10181238,fikzi
SAMN10053819,timfekic
SAMN10053739,jusje
SAMN10053719,erozbad
SAMN10053622,tohrio
SAMN10053562,wala
SAMN10053532,miku
SAMN10053472,bimi
SAMN10053419,lozpuc
SAMN10053382,goeroz
SAMN09935061,leswui
SAMN09935049,reii
SAMN08999430,oosud
SAMN08999428,newev
SAMN08999427,jafpuf
SAMN08999426,saajej
SAMN08999425,pemub
SAMN08999424,hagumig
SAMN08999423,gakuvu
SAMN08999422,magohog
SAMN08999421,zubdabat
SAMN08999420,tagiu
SAMN08999419,ofa
SAMN08999418,wege
SAMN08999417,vogebis
SAMN08999416,julo
SAMN08999415,epabiv
SAMN08999414,itae
SAMN08999413,ipi
SAMN08999412,uhe
SAMN08999411,socgobzi
SAMN08999410,uje
SAMN08999409,gui
SAMN08999408,eate
SAMN08999407,olijzoh
SAMN08999406,ina
SAMN08999405,laave
SAMN08999404,sujuu
SAMN08999403,dowep
SAMN08999402,coktikgus
SAMN08999401,nawue
SAMN08999400,ocu
SAMN08999399,uvaw
SAMN08999398,jamowo
SAMN08981274,buhmen
SAMN08981269,sotte
SAMN08981268,norii
SAMN08981267,uazag
SAMN08981263,umik
SAMN08981262,zanaj
SAMN08981261,duua
SAMN08981260,jizbom
SAMN08981259,ivupo
SAMN08981258,agic
SAMN08981257,fimea
SAMN08981256,muejib
SAMN08920036,ipajvel
SAMN08920035,himu
SAMN08866533,meshuchuh
SAMN08866532,haflokre
SAMN08866531,gaabe
SAMN08866530,elofaf
SAMN08866529,dincuti
SAMN08866528,pikbimul
SAMN08866527,odasli
SAMN08866526,uwu
SAMN08866525,heneo
SAMN08866524,vekua
SAMN08866523,hiwwohdew
SAMN08866522,umava
SAMN08866521,nigu
SAMN08866520,geldil
SAMN08866519,tumez
SAMN08866518,gemmame
SAMN08866517,ua
SAMN08866516,otajhe
SAMN08866514,bui
SAMN08866513,ekaw
SAMN08866512,aletnok
SAMN08866509,kotidoc
SAMN08866508,cobke
SAMN08866507,uvozpuk
SAMN08866506,ugefwo
SAMN08866504,unun
SAMN08866503,wiasi
SAMN08866502,degba
SAMN08866501,tedsac
SAMN08866500,vaphifzev
SAMN08866499,uiu
SAMN08866498,amunkuv
SAMN08866497,kulo
SAMN08866496,jelsecfi
SAMN08866495,ivaa
SAMN08866494,inaw
SAMN08866493,okaka
SAMN08866492,ovez
SAMN08866491,cifi
SAMN08381307,zumee
SAMN08381303,enoi
SAMN08381302,dugi
SAMN08381301,abeje
SAMN08381300,jagfalvan
SAMN08381299,ovomwab
SAMN08381297,lautiv
SAMN08381295,zamja
SAMN08381294,fipho
SAMN08381288,kepe
SAMN08381287,wotik
SAMN08381284,ituvo
SAMN08381277,vaso
SAMN08381266,kahusje
SAMN08381265,ifib
SAMN08381262,ceulu
SAMN08381260,juvtorsub
SAMN08381259,cabou
SAMN08381254,bozrue
SAMN08381252,nehune
SAMN08381251,elaplid
SAMN08381250,fotdav
SAMN08381249,gothepo
SAMN08381248,venag
SAMN08381246,cedga
SAMN08381245,ahigka
SAMN08381244,nugmou
SAMN08381243,kagpu
SAMN08381242,siwea
SAMN08381240,zibijgi
SAMN08381239,iolur
SAMN08381238,ibuwhu
SAMN08381236,bafti
SAMN08381235,obiwfur
SAMN08381234,gojdoltuj
SAMN08381233,cuvvil
SAMN08381232,kukwag
SAMN08381228,pioce
SAMN08381227,zadzim
SAMN08381226,ulo
SAMN08381225,okei
SAMN08381224,gebo
SAMN08381223,jomi
SAMN08381220,tinih
SAMN08381219,puzlulhah
SAMN08381217,vogoa
SAMN08381216,cowhomu
SAMN08381215,fukole
SAMN08381214,uzonma
SAMN08381213,rufsov
SAMN08381211,ozuvez
SAMN08381210,rulmo
SAMN08381209,navsio
SAMN08381208,cuzguo
SAMN08381207,kizjug
SAMN08381206,gekiu
SAMN08381205,mefka
SAMN08381204,mamkatu
SAMN08381203,lenitzuh
SAMN08381202,culoe
SAMN08195713,leca
SAMN08093284,gamum
SAMN08093283,regme
SAMN08093282,lio
SAMN08093281,kuto
SAMN08093280,ediva
SAMN08093279,digzik
SAMN08093278,kosvez
SAMN08093277,uorag
SAMN08093276,mepan
SAMN08093275,juvpas
SAMN08093274,wanid
SAMN08093273,mobva
SAMN08093272,woi
SAMN08093271,nage
SAMN08093270,nispukzo
SAMN08093269,gomdi
SAMN08093268,ugef
SAMN08093267,ugevgup
SAMN08093266,kokwif
SAMN08093265,eeji
SAMN08093264,buzwoka
SAMN08093263,zae
SAMN08093260,feznuwkuh
SAMN08093259,zecne
SAMN08093258,gihi
SAMN08093257,lifobup
SAMN08093256,wuruu
SAMN08093255,falnino
SAMN08093253,gopei
SAMN08093252,gacae
SAMN08093251,ekugu
SAMN08093250,wowui
SAMN08093248,zihgublob
SAMN08093247,fekimi
SAMN08093246,owugi
SAMN08093245,valtik
SAMN08093244,bedua
SAMN08093243,heoe
SAMN08055037,otuk
SAMN08055036,laate
SAMN08055035,walbomo
SAMN08055034,afid
SAMN08055033,eawar
SAMN08055031,polom
SAMN07540335,rufpaso
SAMN07540334,nazee
SAMN07540333,gukefuw
SAMN07540332,vodezo
SAMN07540331,efewtu
SAMN07540330,zotcuk
SAMN07540329,gitrufve
SAMN07540328,jojleva
SAMN07338981,mabe
SAMN06504483,ocur
SAMN06504482,cufsibu
SAMN06504481,acupviw
SAMN06504480,abano
SAMN06504478,ganu
SAMN06504476,salpac
SAMN06504475,itun
SAMN06329620,ifufdo
SAMN06329614,sepol
SAMN06329602,liuke
SAMN06329599,culgajre
SAMN06329598,jurtiv
SAMN06329597,pajcu
SAMN06329596,rudtihvu
SAMN06329595,rittoh
SAMN06329592,adoj
SAMN06329591,fegu
SAMN06329590,iufi
SAMN06329589,avowref
SAMN06329588,semusnu
SAMN06329587,nubaboc
SAMN06329586,riflomkiz
SAMN06329585,amof
SAMN06329583,ivom
SAMN06329582,mubos
SAMN06329580,kacoa
SAMN06329579,zilji
SAMN06329578,hambebvos
SAMN06329577,datam
SAMN06329576,uweu
SAMN06329575,uimun
SAMN06329574,vatlola
SAMN06329573,nenjisa
SAMN06329572,kuwo
SAMN06329571,cozu
SAMN06329570,miazi
SAMN06329568,tuopi
SAMN06329567,dotpaba
SAMN06329566,nosuwed
SAMN06329565,fua
SAMN06329564,noka
SAMN06329563,doha
SAMN06329562,soboh
SAMN06329561,odow
SAMN06329560,cajge
SAMN06329559,ciuco
SAMN06329558,rikefmen
SAMN06329557,irev
SAMN06329556,ikam
SAMN06329555,wui
SAMN06329554,wikledo
SAMN06329553,suo
SAMN06329552,irunzi
SAMN06329551,polujog
SAMN06329550,ezimo
SAMN06329549,apez
SAMN06329548,dekpeki
SAMN06329547,niera
SAMN06329546,uvovdap
SAMN06329545,humdoa
SAMN06329544,ledalor
SAMN06329543,doso
SAMN06329542,afo
SAMN06329541,rohoko
SAMN06329540,idinduz
SAMN06329539,fizmo
SAMN06329538,idihi
SAMN06329536,ujak
SAMN06329535,dizuza
SAMN06329534,wuti
SAMN06329533,masfufa
SAMN06329532,arodted
SAMN06329531,defe
SAMN06329530,haper
SAMN06329529,nipidod
SAMN06329528,reapi
SAMN06329527,pigtao
SAMN06329526,lopfijej
SAMN06329525,hufo
SAMN06329524,uuze
SAMN06329523,hiwev
SAMN06329522,barzido
SAMN06329521,lusma
SAMN06329520,gacdua
SAMN06329519,ringum
SAMN06329518,guruzo
SAMN06329517,retta
SAMN06329516,cuucih
SAMN06329515,elub
SAMN06329514,halilsul
SAMN06329513,acipti
SAMN06329511,rafasep
SAMN06329510,hiztuti
SAMN06329509,linonco
SAMN06329508,efe
SAMN06329507,zawa
SAMN06329506,herostaf
SAMN06329505,bebip
SAMN06329504,arav
SAMN06329503,osu
SAMN06329502,atie
SAMN06329501,ifeu
SAMN06329500,nisil
SAMN06329499,aki
SAMN06329498,jotohsaj
SAMN06329497,zozzuhpi
SAMN06329496,eveo
SAMN06329495,sivizu
SAMN06329494,iafi
SAMN06329493,relure
SAMN06329492,lohifa
SAMN06329491,menrae
SAMN06329490,hekul
SAMN06329489,wednej
SAMN06329488,cosi
SAMN06329487,diwjen
SAMN06329486,aerum
SAMN06329485,terodo
SAMN06329484,mujirfin
SAMN06329483,sedik
SAMN06329482,kaia
SAMN06329481,hofar
SAMN06329480,igito
SAMN06329479,ojedi
SAMN06329478,labe
SAMN06329477,eregu
SAMN06329476,aucaf
SAMN06329475,sakfen
SAMN06329474,zulewe
SAMN06329473,utidcif
SAMN06329472,caue
SAMN06329471,ajec
SAMN06329470,subi
SAMN06329469,ilune
SAMN06329468,fihtoe
SAMN06329467,wao
SAMN06329466,eosi
SAMN06329465,membo
SAMN06329464,ducgiv
SAMN06329463,vue
SAMN06329460,cotgil
SAMN06329457,gisemez
SAMN06329456,iiceh
SAMN06329452,hudledduv
SAMN06329449,benwajuk
SAMN06329448,retlo
SAMN06251192,mivdaje
SAMN06251163,iu
SAMN06251160,ticeo
SAMN06251087,agi
SAMN06250733,oowic
SAMN06250692,torzazep
SAMN06250661,gujrap
SAMN06246899,memvol
SAMN06246878,tudkag
SAMN06246771,danahe
SAMN06246757,dodu
SAMN06210232,ceoa
SAMN06187457,ekivo
SAMN06187454,pukwo
SAMN06187453,vagai
SAMN06187451,wepu
SAMN05827485,duftabuj
SAMN05804677,totma
SAMN05804594,dobo
SAMN05791070,masjehhi
SAMN05771045,idia
SAMN05569592,arir
SAMN05569591,cimwoo
SAMN05569589,vumrane
SAMN05569588,cazermi
SAMN05569585,kibzoji
SAMN05569584,kunened
SAMN05569583,pena
SAMN05569582,wiri
SAMN05569581,deegag
SAMN05569580,menut
SAMN05569577,vudas
SAMN05569573,orole
SAMN05569571,acozak
SAMN05569569,usuu
SAMN05569566,egavel
SAMN05569565,wevewpi
SAMN05569560,vofho
SAMN05410759,neffi
SAMN05410754,onu
SAMN05410752,mebvela
SAMN05410748,eraw
SAMN05410739,vomsepvok
SAMN05410733,iref
SAMN05410719,inupam
SAMN05410718,focu
SAMN05410712,utewe
SAMN05410682,repizo
SAMN05410653,ocue
SAMN05410639,picif
SAMN05410635,ikug
SAMN05410630,gogewce
SAMN05410628,daii
SAMN05410617,bue
SAMN05410616,izo
SAMN05410613,pileu
SAMN05410611,kokken
SAMN05410610,otite
SAMN05410598,nuboc
SAMN05410597,tatumoc
SAMN05410596,wiae
SAMN05410595,eae
SAMN05410593,ribo
SAMN05410592,kojomo
SAMN05410589,acizbud
SAMN05410584,vepe
SAMN05410579,joedu
SAMN05410328,peusil
SAMN05408392,jectac
SAMN05408387,imurhiz
SAMN05408386,bulutre
SAMN05408284,eono
SAMN05408006,kiscifu
SAMN05408004,iti
SAMN05408003,fozlutcob
SAMN05407987,watuwo
SAMN05407986,hamzoje
SAMN05407975,soa
SAMN05407971,roee
SAMN05406444,houo
SAMN05402748,umib
SAMN05400733,muua
SAMN05397823,ugae
SAMN05393172,mujber
SAMN05393170,ejow
SAMN05393166,oovur
SAMN04530917,lolor
SAMN04530915,kuezav
SAMN04530909,uci
SAMN04530889,juco
SAMN04530866,vopeo
SAMN04530837,sio
SAMN04530614,uwanbi
SAMN04530612,poo
SAMN04530611,feded
SAMN04530602,izito
SAMN04530600,mapejah
SAMN04530593,owig
SAMN04530591,wakow
SAMN04530559,otij
SAMN04159436,wibgehtin
SAMN04159417,cizif
SAMN04159416,subusi
SAMN04158526,javhu
SAMN04158508,micsuvu
SAMN04155895,wuburpu
SAMN04155894,lujras
SAMN04155893,jila
SAMN04155892,imigjo
SAMN04155890,pawu
SAMN04155883,otob
SAMN04155686,hurkuku
SAMN04155651,gulzo
SAMN04153078,etafo
SAMN04076429,popifuj
SAMN04011955,jufgam
SAMN04011954,idabob
SAMN04011953,golofpiv
SAMN03784711,veube
SAMN03780459,tijso
SAMN03777286,zikaba
SAMN03776166,haket
SAMN03776162,hiwaa
SAMN03776161,huwlak
SAMN03776159,mejat
SAMN03776042,iget
SAMN03776040,lorkuc
SAMN03774876,sujsula
SAMN03774847,mihwejo
SAMN03774844,cakunpev
SAMN03770940,rambuzi
SAMN03770843,aludu
SAMN03154060,ninu
SAMN03153600,selzo
SAMN03153534,bumuwaj
SAMN03153510,vorilror
SAMN03153477,botnem
SAMN03153403,inol
SAMN03151520,koggel
SAMN03145759,zepuw
SAMN03145647,dubcutmop
SAMN03144736,luki
SAMN03013095,abepik
SAMN03013094,memhilha
SAMN03009498,mifkof
SAMN03009497,aza
SAMN02978810,otisic
SAMN02978809,edebom
SAMN02866191,cuvoo
SAMN02769478,gii
SAMN02731784,oocoh
SAMN02731783,cijgid
SAMN02731780,doja
SAMN02731779,jawrufu
SAMN02731778,lau
SAMN02709548,munu
SAMN02709546,hurizas
SAMN02709545,heca
SAMN02709543,ecig
SAMN02709542,ousip
SAMN02709539,emi
SAMN02709535,uhawa
SAMN02709534,iliku
SAMN02709523,zanuj
SAMN02709522,oliluz
SAMN02604324,maljujug
SAMN02604323,disai
SAMN02604322,dolwenu
SAMN02604321,sevabum
SAMN02604320,fegmeplez
SAMN02604318,tajvu
SAMN02604311,guwu
SAMN02603357,pagzokbav
SAMN02603300,wugoh
SAMN02603200,uocib
SAMN02603197,lae
SAMN02603196,oten
SAMN02603193,ifebpo
SAMN02603026,oanah
SAMN02603025,radeki
SAMN02603024,coso
SAMN02603023,guwajud
SAMN02597453,suwtojnu
SAMN02597427,giflez
SAMN02471804,arevrun
SAMN02471803,rigbo
SAMN02471800,jeafo
SAMN02471799,vipsofbe
SAMN02471798,uloce
SAMN02471796,icap
SAMN02471794,risai
SAMN02470490,corhou
SAMN02470489,bedli
SAMN02470488,hijcucod
SAMN02470470,izuc
SAMN02470469,imuk
SAMN02470449,metumo
SAMN02469502,supifne
SAMN02469501,doeo
SAMN02469499,lahgeda
SAMN02469498,ubei
SAMN02436927,beclev
SAMN02436926,abotbu
SAMN02436925,dou
SAMN02436920,veu
SAMN02436919,vebai
SAMN02436917,laomo
SAMN02436859,ikugiz
SAMN02436858,wonwu
SAMN02436857,gia
SAMN02436855,napei
SAMN02436854,zafhika
SAMN02436848,jovaci
SAMN02436847,bipef
SAMN02436846,detasub
SAMN02436844,cacahip
SAMN02436843,dio
SAMN02436842,tucgo
SAMN02436822,azog
SAMN02436793,delcotup
SAMN02436792,guvoa
SAMN02436790,tife
SAMN02436789,bodkiber
SAMN02436787,dufmuvwo
SAMN02436785,godbuw
SAMN02436701,jiu
SAMN02436698,jazim
SAMN02436697,uvor
SAMN02436696,jumia
SAMN02436695,gabuu
SAMN02436692,evef
SAMN02436691,pumu
SAMN02356207,jetcio
SAMN02355411,dolul
SAMN02230279,rifu
SAMN02230273,ozuu
SAMN02230272,nuro
SAMN02230271,colimok
SAMN02230270,zajir
SAMN02214239,guptefew
SAMN02214238,kirihoc
SAMN02214237,kalkice
SAMN01178408,huvie
SAMN01178407,vejzin
SAMN01178406,gabmedo
SAMN01178405,mavpuv
SAMN01178404,santi
SAMN00997713,upi
SAMN00997711,bagavce
SAMN00997710,vigoc
SAMN00997709,pizbui
SAMN00997708,fobhom
SAMN00997707,orilnut
SAMN00997706,aaro
SAMN00996486,kuwbak
SAMN00996400,nidiljo
SAMN00996399,keki
SAMN00996398,kahot
SAMN00996397,cevim
SAMN00996396,cafemhi
SAMN00996395,ezau
SAMN00996394,roau
SAMN00996393,nao
SAMN00996392,gusgob
SAMN00778917,cefme
SAMN00778916,irih
SAMN00778915,wogue
SAMN00778914,uiwaj
SAMN00778912,afiu
SAMN00778911,dihuw
SAMN00778909,omemi
SAMN00778907,foha
SAMN00778906,sarfan
SAMN00778904,babsol
SAMN00778902,mue
SAMN00778898,zugbi
SAMN00778896,cinif
SAMN00778893,vaewut
SAMN00778891,ehu
SAMN00778890,jilu
SAMN00778888,iketpel
SAMN00778887,omile
SAMN00778881,sekti
SAMN00778876,vadsai
SAMN00778873,ziuvug
SAMN00778872,femjug
SAMN00778871,futia
SAMN00778869,duskeba
SAMN00778868,unoro
SAMN00778867,zinwopo
SAMN00778866,canu
SAMN00778865,zodok
SAMN00778864,urip
SAMN00778863,mowsup
SAMN00778862,oriz
SAMN00778861,iuku
SAMN00778859,depesum
SAMN00778858,pijao
SAMN00778857,oevat
SAMN00778856,inola
SAMN00778855,iboc
SAMN00778854,rogi
SAMN00778853,buamew
SAMN00778852,cetue
SAMN00778851,ulefa
SAMN00778850,veopek
SAMN00777291,havojpig
SAMN00777290,idue
SAMN00777289,zuful
SAMN00777288,cozrad
SAMN00777287,gebaj
SAMN00777286,umige
SAMN00777285,vomase
SAMN00777284,pueme
SAMN00777283,bilav
SAMN00777263,osakof
SAMN00777167,ojou
SAMN00777164,henahef
SAMN00777159,hupe
SAMN00777156,zema
SAMN00003101,ukabi
SAMEA6786608,urega
SAMEA6786607,fikfen
SAMEA6786605,pazet
SAMEA6786602,unomik
SAMEA6786601,mudo
SAMEA6786594,wovdob
SAMEA6786593,bowessi
SAMEA6786591,fetae
SAMEA6786590,igof
SAMEA6786588,igeson
SAMEA6786583,jamu
SAMEA6786580,aijo
SAMEA6786574,hilobe
SAMEA6786571,lipoduk
SAMEA6786563,haei
SAMEA6786562,edojfoh
SAMEA6623804,razoroh
SAMEA3138964,tutosi
SAMEA3138963,niteza
SAMEA3138960,ficto
SAMEA3138296,oro
SAMEA2272704,gaeo
SAMEA2272629,toefum
SAMEA2272590,jaha
SAMEA2272477,ribuu
SAMEA2272409,detute
SAMEA2272366,deu
SAMEA2272234,pagbaa
SAMEA2272201,lantaj
SAMEA2272190,aou
SAMEA2272097,jeeduv
SAMEA2272079,ipu
SAMEA2272038,vofee
SAMEA2272031,ifazaj
SAMEA2272011,borvo
SAMEA2271968,vicluhad
SAMEA2240923,huhcukat
SAMEA104224782,razi
SAMEA104224781,nemcac
SAMEA104224776,lokii
SAMEA104210750,wusi
SAMD00392802,nonau
SAMD00392801,juliguj
SAMD00392800,bobpowni
SAMD00392799,uusus
SAMD00296812,kibi
SAMD00255630,epiv
SAMD00255629,ficuu
SAMD00255628,zacoi
SAMD00255627,tivav
SAMD00255626,hallepta
SAMD00255625,uwozu
SAMD00255624,rirzo
SAMD00255623,orag
SAMD00255622,aloge
SAMD00255621,uhip
SAMD00255620,ojah
SAMD00255619,ivoz
SAMD00255618,ziea
SAMD00255616,urebwe
SAMD00255615,peutaf
SAMD00255614,zocjino
SAMD00255613,ihino
SAMD00255612,cofmommiv
SAMD00255611,caculced
SAMD00255610,beo
SAMD00255607,epopce
SAMD00255606,seo
SAMD00255605,goomo
SAMD00255604,vopko
SAMD00255603,reeu
SAMD00255602,ligdau
SAMD00255600,caka
SAMD00255599,uhi
SAMD00255597,uredu
SAMD00255595,acim
SAMD00255593,wasa
SAMD00255592,ezuf
SAMD00255591,locpide
SAMD00255588,warou
SAMD00255587,bubjacu
SAMD00255586,odumu
SAMD00255585,raaa
SAMD00255584,rubafel
SAMD00255583,edopdoh
SAMD00255581,onowit
SAMD00255580,bufa
SAMD00255576,hicigus
SAMD00255574,vitmama
SAMD00255572,ewune
SAMD00255571,azu
SAMD00255569,tika
SAMD00255568,riio
SAMD00255567,wecrahfi
SAMD00255565,finote
SAMD00255564,dudo
SAMD00255561,atu
SAMD00255560,zeufet
SAMD00255559,sibka
SAMD00255558,vonzis
SAMD00255557,fatbuku
SAMD00255555,cimu
SAMD00255554,opo
SAMD00255553,huzjubze
SAMD00255552,hejui
SAMD00061057,vocimti
SAMD00061056,nojap
SAMD00061026,mocnoo
SAMD00060973,ulip
SAMD00060972,ociv
SAMD00051526,jefij
SAMD00051525,uie
SAMD00051524,evou
SAMD00051523,jahu
SAMD00051522,wehoo
SAMD00051521,jeccet
SAMD00051520,sazju
SAMD00051519,ocace
SAMD00051518,hiecow
SAMD00051513,sewe
SAMD00042489,buwas
SAMD00042488,narac
SAMD00042487,okua
SAMD00042486,fagif
SAMD00042485,uuruf
SAMD00042484,lihlijo
SAMD00042481,teavuz
SAMD00042479,joseo
SAMD00042478,somulat
SAMD00042476,uzahda
SAMD00042475,hocve
SAMD00042468,zukeno
SAMD00042466,adarkoj
SAMD00042465,radoa
SAMD00042464,ukanul
SAMD00041250,wooi
SAMD00041249,weibis
SAMD00041248,vanobruk
SAMD00041247,lipfezu
SAMD00041246,gerotar
SAMD00019970,fuvnup
SAMD00019958,pide
SAMD00019956,leslu
SAMD00012637,dozni
SAMD00012633,cacus
SAMD00012627,gize
SAMD00012626,kuava
SAMD00012625,tulirak
SAMD00012623,sojadu
SAMD00012622,cui
SAMD00012621,cidnuv
SAMD00012618,owapwoh
HEL_AA7389AA_AS,hipup
HEL_AA7388AA_AS,ionu
HEL_AA7373AA_AS,netuu
HEL_AA7367AA_AS,ugal
HEL_AA7365AA_AS,nowa
HEL_AA7362AA_AS,oha
HEL_AA7357AA_AS,juftoh
HEL_AA7352AA_AS,guie
HEL_AA7343AA_AS,zucpes
HEL_AA7342AA_AS,wimi
HEL_AA7340AA_AS,torhupfit
HEL_AA7339AA_AS,kevuzmet
HEL_AA7337AA_AS,igop
HEL_AA7317AA_AS,ofisfe
HEL_AA7311AA_AS,aonij
HEL_AA7297AA_AS,nedo
HEL_AA7295AA_AS,efia
HEL_AA7284AA_AS,imifha
HEL_AA7283AA_AS,ofuscub
HEL_AA7282AA_AS,famam
HEL_AA7274AA_AS,alohe
HEL_AA7269AA_AS,sesihi
HEL_AA7264AA_AS,venjaw
HEL_AA7252AA_AS,rebepa
HEL_AA7250AA_AS,tedsiguw
HEL_AA7249AA_AS,mewora
HEL_AA7247AA_AS,opothiz
HEL_AA7246AA_AS,vutim
HEL_AA7242AA_AS,eda
HEL_AA7226AA_AS,nuilo
HEL_AA7224AA_AS,zudmuo
HEL_AA7222AA_AS,tuuo
HEL_AA7221AA_AS,avi
HEL_AA7220AA_AS,hospowva
HEL_AA7214AA_AS,tehoe
HEL_AA7212AA_AS,edojun
HEL_AA7206AA_AS,wigugbag
HEL_AA7204AA_AS,ika
HEL_AA6091AA_AS,carfub
HEL_AA6089AA_AS,acof
HEL_AA6081AA_AS,iofep
HEL_AA6080AA_AS,begok
HEL_AA6074AA_AS,hebijah
HEL_AA6060AA_AS,etuze
HEL_AA6057AA_AS,upubim
HEL_AA6049AA_AS,esowmis
HEL_AA6039AA_AS,posio
HEL_AA6035AA_AS,eeguc
